#{"t_start": 1770597841.356516, "env_id": "AdroitHandRelocate-v1"}
r,l,t,success,lifted,dist_to_target
37.4,100,2056.412189,False,False,0.18198375760099492
34.9,100,2057.283666,False,False,0.2439803208257841
29.1,100,2058.180269,False,False,0.27766016610523847
31.3,100,2059.173428,False,False,0.13972824840056708
33.4,100,2060.084773,False,False,0.24028770368816652
53.6,16,2060.220176,True,False,0.09956440795147575
37.7,100,2061.126029,False,False,0.18107877978354742
48.1,100,2062.042763,False,False,0.3375905401883712
46.9,100,2062.921014,False,False,0.36552983670330397
47.5,100,2064.168434,False,False,0.26729930174633965
44.0,100,2065.012233,False,False,0.2614592006558516
48.8,100,2065.939813,False,False,0.1218300162691017
120.429654,100,2066.788682,False,False,1.4711489510103977
48.1,100,2067.75638,False,False,0.16507223845482663
48.5,100,2068.632599,False,False,0.16846846264333168
47.3,100,2069.495909,False,False,0.3998621269939875
46.6,100,2070.355032,False,False,0.3681586500261852
47.3,100,2071.231886,False,False,0.2479004056077734
47.5,100,2072.124813,False,False,0.16299272217527616
46.9,100,2072.988571,False,False,0.18757178832770194
47.7,100,2073.837976,False,False,0.3088810651203137
47.6,100,2074.69689,False,False,0.26467578360907557
47.6,100,2075.666213,False,False,0.2344866288472676
46.7,100,2076.543138,False,False,0.16446839546786599
-223.4,100,2077.414073,False,False,2.242310539683912
47.3,100,2078.265069,False,False,0.298138593020381
46.8,100,2079.097426,False,False,0.1586414128061097
76.2,62,2079.61844,True,False,0.09539105013912866
35.0,100,2080.496285,False,False,0.36813900724669874
30.1,100,2081.37427,False,False,0.43002576602963055
47.7,100,2082.782001,False,False,0.30406038783043116
-179.7,100,2083.631643,False,False,1.360892014609899
45.0,100,2084.462605,False,False,0.3110496656666574
46.2,100,2085.321363,False,False,0.14786760401802596
47.3,100,2086.202679,False,False,0.13157054760747275
47.5,100,2087.112162,False,False,0.15708547884065147
45.7,100,2088.078631,False,False,0.3627021149107234
15.5,100,2088.948727,False,False,0.651009103199541
46.8,100,2089.824328,False,False,0.15290470420056013
46.6,100,2090.696275,False,False,0.15822039782724406
44.8,100,2091.577422,False,False,0.1599250625514561
45.7,100,2092.42901,False,False,0.12147413577115397
44.5,100,2093.180748,False,False,0.22609163492813159
45.2,100,2094.073805,False,False,0.24127021211769753
45.1,100,2094.845968,False,False,0.13088981577886222
26.8,100,2095.627831,False,False,0.42561352528763713
46.5,100,2096.419313,False,False,0.37912217490224415
43.9,100,2097.18197,False,False,0.23630028330249486
47.0,100,2097.946066,False,False,0.14510688964115018
31.1,100,2098.749274,False,False,0.3336924701108551
46.8,100,2099.915922,False,False,0.19455646206300392
47.6,100,2100.760187,False,False,0.38110122287860465
47.6,100,2101.632576,False,False,0.2830020797501224
40.7,100,2102.497415,False,False,0.12658719848176658
46.1,100,2103.354428,False,False,0.3691927221868834
31.1,100,2104.191493,False,False,0.29541059814933324
31.1,100,2105.036223,False,False,0.3239644552490366
-149.971746,100,2105.882389,False,False,1.7783674854414533
45.6,100,2106.763804,False,False,0.33906598150370215
-116.6,100,2107.665127,False,False,1.1861026538822625
46.9,100,2108.470731,False,False,0.24203753059945352
47.3,100,2109.29901,False,False,0.23102047124102623
47.2,100,2110.122864,False,False,0.2545145841537651
47.1,100,2110.935951,False,False,0.17120687945659854
47.6,100,2111.785662,False,False,0.15623395759737718
47.3,100,2112.634509,False,False,0.17540223804068586
47.4,100,2113.462047,False,False,0.24466418832121126
29.8,100,2114.283272,False,False,0.15484535354065698
33.0,100,2115.112364,False,False,0.5032386807625243
24.6,100,2115.999887,False,False,0.15324055874887743
25.3,100,2117.317184,False,False,0.3652485244764366
35.7,100,2118.153608,False,False,0.5048067500569429
89.07557,100,2119.038591,False,False,0.17776453486060118
102.299337,100,2119.896762,False,False,0.39819492232292103
-188.67207,100,2120.739799,False,False,2.117600074677632
-116.040273,100,2121.58087,False,False,2.2049924947459623
28.9,100,2122.44034,False,False,0.4529820686601533
100.85275,100,2123.277386,False,False,0.2683880834270715
-193.207822,100,2124.12608,False,False,1.9819388033266034
-191.4,100,2125.028409,False,False,2.1718219225833217
-129.717364,100,2125.937211,False,False,2.4242510969626596
62.11583,100,2126.830071,False,False,0.7031245934550896
-195.562001,100,2127.785595,False,False,2.5726062888996184
-92.6,100,2128.707319,False,False,0.88876436812028
29.8,100,2129.626575,False,False,0.3061407233152078
28.4,100,2130.559328,False,False,0.29877640221365637
35.2,100,2131.494902,False,False,0.3724823849964294
32.1,100,2132.478678,False,False,0.25759394996646157
-105.018327,100,2133.382993,False,False,1.0768740484146697
30.1,100,2134.32593,False,False,0.2577378186620855
29.3,100,2135.704775,False,False,0.4323091744474808
-106.983079,100,2136.660116,False,False,2.492032684542088
35.3,100,2137.556626,False,False,0.2698756288692033
32.0,100,2138.450895,False,False,0.1284061206080513
23.2,100,2139.358796,False,False,0.4483737122937398
24.2,100,2140.290685,False,False,0.5292462737830401
-310.4,100,2141.221468,False,False,1.9460167246087068
-343.8,100,2142.155869,False,False,2.40828601812825
-307.3,100,2142.977442,False,False,1.717405296175215
-317.6,100,2143.822511,False,False,2.2021143655095314
42.2,100,2144.630228,False,False,0.39295820542691184
30.0,100,2145.487617,False,False,0.4725329068766642
42.2,100,2146.347271,False,False,0.278530918530248
-281.7,100,2147.195868,False,False,1.730893739865529
-343.8,100,2148.048397,False,False,2.122406609447033
70.486637,100,2148.917291,False,False,1.3817279581059752
-340.9,100,2149.762449,False,False,1.868467950644152
29.3,100,2150.630963,False,False,0.13038497087170356
32.8,100,2151.572465,False,False,0.35919243321537236
27.4,100,2152.518643,False,False,0.6372818302722499
27.3,100,2153.825363,False,False,0.3433926056868722
-67.996166,100,2154.707441,False,False,1.9326583853454653
31.6,100,2155.565991,False,False,0.38938712686606597
35.9,100,2156.400879,False,False,0.3651790566501473
131.618234,100,2157.266121,False,False,0.35541148884298657
40.0,100,2158.134627,False,False,0.1107728978978049
22.5,100,2159.070241,False,False,0.24680826913321335
43.0,100,2160.083538,False,False,0.14853392681505176
34.0,100,2160.953036,False,False,0.3539156615010375
30.8,100,2161.835357,False,False,0.14232760845125328
10.3,100,2162.684072,False,False,0.6967090796650319
31.0,100,2163.518103,False,False,0.44238431016066504
38.1,100,2164.41405,False,False,0.19717953712753805
32.9,100,2165.262336,False,False,0.10856573288131265
31.8,100,2166.139882,False,False,0.178264408239891
33.5,100,2167.039976,False,False,0.2481135388387656
-65.779552,100,2167.910554,False,False,1.6162833519493147
26.4,100,2168.783107,False,False,0.2210301753709826
27.3,100,2169.616161,False,False,0.18818427367383977
36.7,100,2170.476347,False,False,0.4013510656292416
-286.8,100,2171.712188,False,False,1.7647941780918235
-92.9,100,2172.548222,False,False,0.8310652351670856
35.9,100,2173.446711,False,False,0.516127678478535
31.1,100,2174.288004,False,False,0.5091062293596461
34.3,100,2175.147125,False,False,0.27174755678107854
32.0,100,2176.047259,False,False,0.23019520120472073
-257.944864,100,2176.903033,False,False,1.8948557204755734
-134.663821,100,2177.890815,False,False,1.7308010021729583
37.0,100,2178.818457,False,False,0.3120204149071761
-18.4,100,2179.685894,False,False,0.9700246628790339
32.6,100,2180.568652,False,False,0.33898730007195854
-212.7,100,2181.482507,False,False,1.3355144629253837
28.5,100,2182.300622,False,False,0.2860731286364227
-117.2,100,2183.15855,False,False,0.8608013199649931
-162.5,100,2184.064369,False,False,1.8496031007195868
31.8,100,2184.941011,False,False,0.4112705891974711
29.9,100,2185.837157,False,False,0.2933730070922165
34.7,100,2186.739067,False,False,0.3900516006636346
27.8,100,2187.611967,False,False,0.36710983941155306
139.132383,100,2188.543621,False,False,0.5618880851751412
43.0,100,2189.955191,False,False,0.12954502424283298
-129.739524,100,2190.764744,False,False,1.7525640075821163
31.7,100,2191.525503,False,False,0.1230075857046532
39.2,100,2192.350263,False,False,0.12755229746152652
316.014515,100,2193.182316,False,False,0.25285718643041016
-101.447142,100,2194.033118,False,False,1.9537677904400683
-76.355564,100,2194.897561,False,False,2.687933031126361
29.9,100,2195.762449,False,False,0.16430850974468458
-109.718171,100,2196.605888,False,False,1.5217946153201611
-10.319938,100,2197.410713,False,False,1.6562886439224025
181.507173,100,2198.262063,False,False,0.4530424928329654
190.475293,100,2199.178879,False,False,0.6468415044980794
23.640835,100,2200.099846,False,False,2.193794225993761
42.4,100,2201.019636,False,False,0.15928508661375362
45.2,100,2201.904387,False,False,0.15470945395313881
147.010106,100,2202.781803,False,False,0.40643622491883735
25.8,100,2203.649619,False,False,0.5333011493108457
33.2,100,2204.531387,False,False,0.30858915595570385
28.5,100,2205.400584,False,False,0.14703114682650728
32.3,100,2206.28451,False,False,0.45640404231060655
33.4,100,2207.57045,False,False,0.2459591999890094
27.3,100,2208.530489,False,False,0.24695109227068524
27.1,100,2209.472536,False,False,0.40999754499335134
46.3,100,2210.379706,False,False,0.12592750212041567
-296.5,100,2211.279485,False,False,1.5469269824067862
139.618163,100,2212.218435,False,False,0.4669458784244183
46.2,100,2213.151135,False,False,0.24181538788705767
45.6,100,2214.045984,False,False,0.12786408293911403
47.7,100,2214.892699,False,False,0.15826190083925745
24.5,100,2215.71834,False,False,0.4082699716442582
36.1,100,2216.547104,False,False,0.16885975806908565
30.6,100,2217.395221,False,False,0.3286549692703952
37.8,100,2218.208812,False,False,0.2805398493600703
46.5,100,2219.062291,False,False,0.12770981380444643
47.6,100,2219.918852,False,False,0.1421609240857519
29.8,100,2220.753607,False,False,0.3430229554053566
47.1,100,2221.608099,False,False,0.16393196128476656
123.516417,100,2222.462755,False,False,0.12447717146714286
38.2,100,2223.307498,False,False,0.4292152686625034
30.9,100,2224.168142,False,False,0.13058912792540586
40.1,100,2225.432399,False,False,0.3589784200225962
26.7,100,2226.250409,False,False,0.2606390416751455
22.2,100,2227.11233,False,False,0.4667401713192399
22.5,100,2227.949275,False,False,0.5162876309097845
40.9,100,2228.799667,False,False,0.2777232251218869
38.4,100,2229.750252,False,False,0.3331010077057155
38.0,100,2230.576609,False,False,0.34245025882066893
28.9,100,2231.446,False,False,0.25863634815020853
35.7,100,2232.3619,False,False,0.16379565119340386
43.5,100,2233.220797,False,False,0.3561944537649914
38.1,100,2234.059142,False,False,0.3288959320474423
42.7,100,2234.989133,False,False,0.3387882577625223
39.1,100,2235.895907,False,False,0.197649846017971
32.5,100,2236.752577,False,False,0.4534091011723279
30.0,100,2237.675865,False,False,0.42312299471013437
34.5,100,2238.524638,False,False,0.21694009862729816
46.6,100,2239.372673,False,False,0.1804720929464974
27.5,100,2240.311718,False,False,0.20771482606957098
34.0,100,2241.146227,False,False,0.4284513160268998
30.8,100,2241.993182,False,False,0.37172139758981715
22.8,100,2243.252425,False,False,0.29577038026176716
39.5,100,2244.10386,False,False,0.21103595303523845
46.9,100,2245.013736,False,False,0.3073188107418817
21.5,100,2245.850667,False,False,0.38868439598943083
37.5,100,2246.701324,False,False,0.4629890919142513
34.9,100,2247.585663,False,False,0.4018930412254617
34.317105,100,2248.412412,False,False,1.9147847185793407
35.3,100,2249.26463,False,False,0.26898575642986416
30.4,100,2250.132133,False,False,0.2691945831727686
-292.8,100,2250.975867,False,False,1.4488061278869446
41.2,100,2251.886929,False,False,0.4090518369944248
38.4,100,2252.766868,False,False,0.5291590277161259
126.087983,100,2253.587677,False,False,0.17156440605573572
23.4,100,2254.47505,False,False,0.38242304583582115
35.9,100,2255.320996,False,False,0.25381140956691106
38.7,100,2256.179652,False,False,0.308037036473606
26.7,100,2257.030203,False,False,0.22458438672042258
25.5,100,2257.89302,False,False,0.4130981105694971
86.038924,100,2258.795865,False,False,0.3546922256274395
39.5,100,2259.638269,False,False,0.4586656383041931
24.2,100,2260.923132,False,False,0.31507426657018395
32.5,100,2261.731591,False,False,0.5002571520605218
142.892609,100,2262.589546,False,False,0.44499657540530535
27.6,100,2263.42236,False,False,0.3373902012298815
28.6,100,2264.252355,False,False,0.5040006816367757
-228.7,100,2265.125549,False,False,1.6464873989481108
46.3,100,2266.055301,False,False,0.1701960547520663
145.171313,100,2266.917935,False,False,0.30642649036030933
23.7,100,2267.806212,False,False,0.5335791717869754
-137.968235,100,2268.694464,False,False,1.809659262804136
45.7,100,2269.605897,False,False,0.22611861603136552
-108.651198,100,2270.524281,False,False,1.7082280827958225
-37.909321,100,2271.420984,False,False,1.4965497677739485
28.4,100,2272.378125,False,False,0.2115767210941976
34.1,100,2273.297889,False,False,0.23984546215862315
20.0,100,2274.208531,False,False,0.5380322194068451
36.5,100,2275.104652,False,False,0.3801606648011231
19.6,100,2275.97696,False,False,0.22602603207797028
16.8,100,2276.815049,False,False,0.557253995667987
76.25064,100,2277.673315,False,False,0.43339770803932415
31.3,100,2278.961673,False,False,0.3373757247911237
36.6,100,2279.850537,False,False,0.4055858391083385
29.4,100,2280.722336,False,False,0.31346831297688277
34.2,100,2281.623123,False,False,0.1356449060284527
36.1,100,2282.560475,False,False,0.32233638869265485
117.619319,100,2283.446162,False,False,0.4769626623343795
27.7,100,2284.29441,False,False,0.29741626072109223
28.9,100,2285.194605,False,False,0.2375502324800589
27.7,100,2286.106006,False,False,0.39931503442431293
24.8,100,2286.980275,False,False,0.3153964934834368
42.715027,100,2287.885864,False,False,0.7779734049683691
38.1,100,2288.745808,False,False,0.110746299832717
32.6,100,2289.656853,False,False,0.23689814856905644
29.6,100,2290.499524,False,False,0.2077662180561709
71.129026,100,2291.37707,False,False,0.46000987100583524
37.3,100,2292.246237,False,False,0.18463448591070342
-252.8,100,2293.1183,False,False,1.6169486088239973
27.4,100,2293.978653,False,False,0.19340947711022594
23.1,100,2294.837391,False,False,0.43003392212157127
22.5,100,2295.722466,False,False,0.32961220773144845
108.29673,100,2297.036907,False,False,0.14482170528692168
25.8,100,2297.932903,False,False,0.16009589790038936
-193.4,100,2298.872533,False,False,1.4957506226054338
27.4,100,2299.837337,False,False,0.14427405330839363
34.8,100,2300.858815,False,False,0.2550054124636866
30.3,100,2301.802725,False,False,0.1844443209113187
30.8,100,2302.671021,False,False,0.2654819101922063
-185.7,100,2303.619933,False,False,1.60102639221538
47.587193,100,2304.490151,False,False,0.28623255418636995
-134.438078,100,2305.368107,False,False,1.5650742883890598
33.6,100,2306.222443,False,False,0.24896328268048773
111.349622,100,2307.099754,False,False,0.37931908461739344
22.6,100,2307.96184,False,False,0.3586613353210649
28.1,100,2308.835771,False,False,0.21676813009033005
32.3,100,2309.693558,False,False,0.4130168839949369
24.1,100,2310.531347,False,False,0.20487887248061004
40.1,100,2311.447084,False,False,0.2504696774718704
40.1,100,2312.299369,False,False,0.12085412038755197
37.6,100,2313.146176,False,False,0.1870265084653961
27.1,100,2314.014002,False,False,0.2090301235585987
33.0,100,2315.524142,False,False,0.11400736524637019
79.97966,100,2316.368116,False,False,0.44243521915142964
30.8,100,2317.262204,False,False,0.24726909601383476
32.4,100,2318.131442,False,False,0.20771134803953417
36.0,100,2319.007907,False,False,0.40049475011799396
56.0,18,2319.165332,True,False,0.09685796634257314
31.0,100,2320.032068,False,False,0.2513494520938371
30.9,100,2320.910796,False,False,0.2512440078523525
24.1,100,2321.798713,False,False,0.2893543138512028
32.8,100,2322.664862,False,False,0.14686849328255352
26.6,100,2323.49391,False,False,0.3625117083746348
-88.329335,100,2324.36807,False,False,1.9447209991737424
-320.9,100,2325.202449,False,False,2.0170670735705283
32.1,100,2326.066289,False,False,0.2621507942506113
33.8,100,2327.025175,False,False,0.21652191534016094
91.525245,100,2327.922345,False,False,0.14587438195560387
27.2,100,2328.770814,False,False,0.3153117348926939
38.9,100,2329.66478,False,False,0.507457926858735
25.5,100,2330.571379,False,False,0.14350561947554916
-267.4,100,2331.489405,False,False,1.3178053982322504
-127.5,100,2332.358756,False,False,1.443952003596112
29.0,100,2333.646074,False,False,0.5677955055882704
-0.9,100,2334.473516,False,False,0.7299727948111838
33.2,100,2335.331356,False,False,0.43207457869694016
46.6,100,2336.147014,False,False,0.12006667461155222
85.352243,100,2336.996436,False,False,0.11864147807960172
91.902628,100,2337.857959,False,False,0.5335106879807617
114.615451,100,2338.68883,False,False,0.3732125898754095
27.8,100,2339.52253,False,False,0.4372752031777034
-260.4,100,2340.325072,False,False,1.5890181462687727
32.4,100,2341.077888,False,False,0.26040329223535513
-110.429164,100,2341.838942,False,False,1.5618755800831532
36.2,100,2342.618258,False,False,0.23001156082518806
47.0,100,2343.41895,False,False,0.2172784798255554
28.8,100,2344.2242,False,False,0.22880835242869646
32.3,100,2345.016144,False,False,0.334667202899121
25.7,100,2345.789907,False,False,0.13472806681581992
47.9,100,2346.572901,False,False,0.2003898454128245
48.3,100,2347.506813,False,False,0.23607999221629872
44.5,100,2348.336968,False,False,0.15880458198330547
47.1,100,2349.126914,False,False,0.20442069249262543
47.4,100,2350.433179,False,False,0.2172420830440374
46.5,100,2351.252168,False,False,0.17075949099039336
48.5,100,2352.095976,False,False,0.330197323373792
47.8,100,2352.977273,False,False,0.1837186389314032
44.5,100,2353.798992,False,False,0.374186989363479
46.3,100,2354.666292,False,False,0.2246497051715022
47.7,100,2355.641839,False,False,0.13912756853714026
46.8,100,2356.496827,False,False,0.2303974166764194
47.0,100,2357.346411,False,False,0.182308228756152
48.1,100,2358.229873,False,False,0.1374175726854827
68.810371,100,2359.105663,False,False,0.27254107656133847
48.4,100,2359.96627,False,False,0.27203618803877705
-286.5,100,2360.824248,False,False,1.6682162588232283
46.2,100,2361.762262,False,False,0.16223587847537077
25.5,100,2362.637981,False,False,0.17472359146305466
30.0,100,2363.511582,False,False,0.1606348084582652
47.1,100,2364.389601,False,False,0.22055313159144654
28.7,100,2365.338308,False,False,0.19667105522151326
48.3,100,2366.245521,False,False,0.22994621565900303
33.5,100,2367.095976,False,False,0.39438929156157715
48.4,100,2368.43272,False,False,0.20370893525900935
37.7,100,2369.331678,False,False,0.36292282025650796
35.1,100,2370.243586,False,False,0.23861736653548787
88.794378,100,2371.1658,False,False,0.2061469786686948
-54.719196,100,2372.106198,False,False,2.071722449839926
47.9,100,2373.052602,False,False,0.1931905240588965
-182.1,100,2374.029356,False,False,2.165426001784245
46.6,100,2374.989121,False,False,0.1477666128991412
47.0,100,2375.946084,False,False,0.20997600683219755
45.3,100,2376.828435,False,False,0.17912276964098103
-127.992677,100,2377.779927,False,False,1.7228477835913851
47.4,100,2378.751888,False,False,0.3107474610552398
45.6,100,2379.663043,False,False,0.14317660293871445
36.6,100,2380.587556,False,False,0.21682369968854465
33.1,100,2381.516393,False,False,0.32205893806148583
48.0,100,2382.440643,False,False,0.1279451990692619
31.9,100,2383.369587,False,False,0.23263546669950577
-132.7,100,2384.322302,False,False,1.8166433998559062
-59.3,100,2385.227141,False,False,0.7775384019339006
45.2,100,2386.146765,False,False,0.12507748534937604
30.2,100,2387.437342,False,False,0.1544643363314168
37.069413,100,2388.321107,False,False,0.2546466491360925
48.8,100,2389.235394,False,False,0.23510266006149486
32.1,100,2390.132447,False,False,0.19685216181037302
41.0,100,2391.016741,False,False,0.2761473053295153
38.3,100,2391.962769,False,False,0.3042145444413374
33.9,100,2392.957543,False,False,0.5187015799769757
48.5,100,2393.866946,False,False,0.1286121211547068
31.4,100,2394.699126,False,False,0.2932995405092915
35.2,100,2395.559089,False,False,0.31691632597660235
39.3,100,2396.418727,False,False,0.37182774547389025
88.703602,100,2397.254431,False,False,0.30098280737113836
48.3,100,2398.072487,False,False,0.13375930992737362
46.6,100,2398.94429,False,False,0.13431220993386872
46.7,100,2399.773845,False,False,0.13746243603502126
22.9,100,2400.659748,False,False,0.23773821423354488
34.2,100,2401.512412,False,False,0.17140572495209427
30.9,100,2402.355369,False,False,0.16975562983748096
37.2,100,2403.198381,False,False,0.16103655417541243
42.5,100,2404.065431,False,False,0.14675765541937932
-106.2,100,2405.33416,False,False,0.8946095769885503
35.5,100,2406.112033,False,False,0.27219387312008025
36.9,100,2406.906503,False,False,0.30470164841006475
45.5,100,2407.697738,False,False,0.12259945666173676
45.3,100,2408.491662,False,False,0.13113710454074068
44.6,100,2409.307685,False,False,0.2608509490257262
46.3,100,2410.211394,False,False,0.3074771580830897
47.3,100,2411.04204,False,False,0.17138605645742092
41.2,100,2411.827904,False,False,0.22694124672240906
27.6,100,2412.57822,False,False,0.38278453345812175
33.0,100,2413.33104,False,False,0.3510358586367298
28.6,100,2414.109813,False,False,0.44007742095472874
46.2,100,2414.916985,False,False,0.2164267050478605
23.9,100,2415.71184,False,False,0.15346723970151985
47.4,100,2416.614766,False,False,0.24555447498846084
47.3,100,2417.518929,False,False,0.14182896437195275
23.7,100,2418.368015,False,False,0.47211634300013505
26.8,100,2419.194098,False,False,0.24414548691567678
24.7,100,2420.025192,False,False,0.2979743241036615
24.5,100,2420.857765,False,False,0.2345555749665205
48.7,100,2422.287376,False,False,0.12840611498458424
44.1,100,2423.132522,False,False,0.17213411990343802
46.7,100,2423.961892,False,False,0.1815654319666234
45.6,100,2424.846818,False,False,0.21177806649553016
47.3,100,2425.719615,False,False,0.1603272296867723
32.1,100,2426.590098,False,False,0.2475826381386955
108.369478,100,2427.449968,False,False,0.38321742207568726
66.20559,100,2428.28248,False,False,0.2630060727226553
46.4,100,2429.091703,False,False,0.23549173327289008
30.1,100,2429.893885,False,False,0.37945406268947635
-180.4,100,2430.693857,False,False,1.3036077196526221
30.7,100,2431.496615,False,False,0.2765223932432025
54.7,24,2431.706857,True,False,0.09817517988466609
44.3,100,2432.524118,False,False,0.1580752633767491
21.1,100,2433.366352,False,False,0.14652074076092295
29.3,100,2434.172018,False,False,0.3340047536061363
17.5,100,2435.009377,False,False,0.1631857750803248
43.924764,100,2435.84665,False,False,0.16638570339254707
44.6,100,2436.668499,False,False,0.19372255828934512
45.9,100,2437.477185,False,False,0.12843912165509566
44.5,100,2438.739876,False,False,0.12729545264742706
30.2,100,2439.61367,False,False,0.1326353153734459
115.323034,19,2439.802027,True,True,0.09352570704344745
45.5,100,2440.722001,False,False,0.12639094485879357
181.732954,100,2441.622776,False,False,0.4152054862964674
45.2,100,2442.524398,False,False,0.20063572377987693
45.1,100,2443.43379,False,False,0.22092736662244572
46.4,100,2444.32214,False,False,0.16873135524668922
114.728114,100,2445.226518,False,False,0.13724232529877217
41.6,100,2446.225741,False,False,0.24597314225777828
45.8,100,2447.096554,False,False,0.20248467018806227
46.6,100,2447.995671,False,False,0.19156605996057033
38.2,100,2448.902532,False,False,0.23203841906594674
34.0,100,2449.792854,False,False,0.2462722463569384
35.5,100,2450.718952,False,False,0.1658388868756971
31.5,100,2451.645696,False,False,0.28301349797363295
31.9,100,2452.564121,False,False,0.2509416105132238
73.823757,100,2453.497669,False,False,0.31213158172810507
44.0,100,2454.416347,False,False,0.1793392931000731
48.4,100,2455.329554,False,False,0.14902717189244777
34.0,100,2456.229538,False,False,0.1435996269622752
-163.3,100,2457.521357,False,False,1.829622304500577
47.6,100,2458.416501,False,False,0.17762817115683086
25.7,100,2459.309951,False,False,0.19490281717619132
46.6,100,2460.122114,False,False,0.16642691881624216
45.1,100,2460.951447,False,False,0.18787316983172872
28.8,100,2461.772143,False,False,0.2990006161602978
30.9,100,2462.581026,False,False,0.2153048299901483
37.407921,100,2463.402967,False,False,0.1660196085335759
28.1,100,2464.23106,False,False,0.4535328525424169
31.4,100,2465.072134,False,False,0.32858792984302176
46.7,100,2465.908375,False,False,0.18897078999591
37.1,100,2466.829643,False,False,0.1370422669201554
31.1,100,2467.661659,False,False,0.20458596419942415
47.8,100,2468.500157,False,False,0.17592440306913842
29.1,100,2469.311924,False,False,0.1268155512344598
44.7,100,2470.146128,False,False,0.1777366839591571
42.5,100,2470.987028,False,False,0.31844669396761544
36.5,100,2471.816155,False,False,0.1774323096838301
44.5,100,2472.654022,False,False,0.16563760444274253
41.0,100,2473.486408,False,False,0.13189547567204296
48.5,100,2474.74577,False,False,0.16614355178997267
28.0,100,2475.561867,False,False,0.3073407527993147
45.3,100,2476.413735,False,False,0.13590699561843358
27.2,100,2477.265663,False,False,0.1529499475584033
46.9,100,2478.088231,False,False,0.2680599336059037
27.3,100,2478.918104,False,False,0.14993285174409188
48.6,100,2479.748641,False,False,0.15156663793840994
48.9,100,2480.616598,False,False,0.356611265325891
47.7,100,2481.493046,False,False,0.14109341988407237
25.9,100,2482.333234,False,False,0.4140335761351429
39.1,100,2483.168042,False,False,0.17285255458229862
35.0,100,2484.014931,False,False,0.11879079714437808
-94.3,100,2484.952349,False,False,0.9888091331715501
45.8,100,2485.784425,False,False,0.29869308161669694
24.3,100,2486.637573,False,False,0.2606062242825119
35.9,100,2487.511825,False,False,0.32015953814980047
30.3,100,2488.358777,False,False,0.2656405025225994
36.3,100,2489.183335,False,False,0.38563894831388373
37.7,100,2490.022241,False,False,0.18155027836830084
25.1,100,2490.85023,False,False,0.37749873350894
32.3,100,2492.124913,False,False,0.20237109273230036
32.2,100,2492.923629,False,False,0.16831866425740097
44.3,100,2493.753158,False,False,0.16612879759557636
40.1,100,2494.622539,False,False,0.2816413398588895
38.1,100,2495.498628,False,False,0.33315420814345587
44.2,100,2496.447479,False,False,0.18260410035121052
35.8,100,2497.362087,False,False,0.11565827919686349
42.1,100,2498.216487,False,False,0.36253269309225516
-189.3,100,2499.055389,False,False,1.4391413274555827
54.9,14,2499.186727,True,False,0.09854342133083961
36.1,100,2500.087689,False,False,0.2860422873503707
41.4,100,2500.954784,False,False,0.16851526406128833
32.2,100,2501.818736,False,False,0.2762992015334081
40.5,100,2502.690007,False,False,0.20253747490871038
29.9,100,2503.51778,False,False,0.27227695354459275
24.5,100,2504.292246,False,False,0.3829664140908408
-272.3,100,2505.055642,False,False,1.6292873493117006
-78.998585,100,2505.897573,False,False,1.4697589012768604
31.0,100,2506.677047,False,False,0.4318255176929488
30.7,100,2507.498524,False,False,0.1816658076115785
41.5,100,2508.296314,False,False,0.1605605203305263
-208.4,100,2509.59704,False,False,1.3472133552490313
29.3,100,2510.442745,False,False,0.23078023369667744
27.0,100,2511.352201,False,False,0.33070925822954694
27.3,100,2512.235055,False,False,0.26239456748034307
26.6,100,2513.096804,False,False,0.3926129725450976
23.7,100,2513.982234,False,False,0.411685097533447
33.7,100,2514.855965,False,False,0.40448637432122153
30.3,100,2515.817191,False,False,0.19895604836363326
26.5,100,2516.676309,False,False,0.3922998733886387
19.1,100,2517.546839,False,False,0.5264729413316913
129.077422,100,2518.509826,False,True,1.0541068676896657
17.3,100,2519.495858,False,False,0.4998127385619093
35.9,100,2520.375129,False,False,0.24117433663537416
30.6,100,2521.268711,False,False,0.20381900570564254
18.4,100,2522.156653,False,False,0.40490030996647175
27.4,100,2522.994546,False,False,0.24390481085163024
41.4,100,2523.909441,False,False,0.2557692228561295
-159.1,100,2524.834132,False,False,1.8082754080318904
29.8,100,2525.722102,False,False,0.4608796916484514
34.5,100,2526.608068,False,False,0.3818695429314278
33.557223,100,2528.011944,False,False,0.9870737638252092
35.5,100,2528.887012,False,False,0.14881700501309486
36.8,100,2529.764821,False,False,0.13224555117948103
39.2,100,2530.631258,False,False,0.2578351140660463
30.4,100,2531.488841,False,False,0.14313064767036437
37.9,100,2532.422588,False,False,0.16713728289977142
32.0,100,2533.261755,False,False,0.532753731565463
24.2,100,2534.11477,False,False,0.44938310686516664
41.1,100,2534.997189,False,False,0.3412069276534518
43.5,100,2535.882577,False,False,0.2118379170865886
32.4,100,2536.735769,False,False,0.13637539195035522
30.2,100,2537.569944,False,False,0.5103108172552185
31.7,100,2538.440768,False,False,0.272143331357435
29.4,100,2539.297553,False,False,0.2751983640797483
136.216287,100,2540.166168,False,False,0.3739720323187322
40.6,100,2541.086666,False,False,0.17749914938821393
20.2,100,2541.991055,False,False,0.12888261301862008
111.470631,100,2542.912819,False,False,0.4007333855171613
27.8,100,2543.799565,False,False,0.12527142176529898
104.996703,100,2544.676224,False,False,0.5459904297581418
